Message Type,Received UTC,MMSI,Ship Name,Latitude,Longitude,Speed Over Ground (knots),Course Over Ground,True Heading,Timestamp (sec),Is Valid,Call Sign,Destination,Ship Type,Dimensions
PositionReport,15:04:15,378114463,M/Y AMANTE,44.31091,9.22558,0.0,184.8,158.0,12.0,True,,,,
DataLinkManagementMessage,15:04:15,2470081,SILVI MARINA,42.5625,14.0835,,,,,True,,,,
AidsToNavigationReport,15:04:16,992476503,,40.75667,13.92667,,,,60.0,True,,,0.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}"
PositionReport,15:04:16,247055800,GIUNONE JET,40.6198,14.14117,28.6,310.0,511.0,13.0,True,,,,
PositionReport,15:04:16,247243600,CRUISE BARCELONA,41.98111,11.30521,24.6,66.0,66.0,12.0,True,,,,
PositionReport,15:04:16,235092742,FIVEA,37.80245,23.77363,0.0,277.6,290.0,15.0,True,,,,
PositionReport,15:04:16,622112005,MISR AL GADEEDA,31.26868,32.31838,0.0,360.0,39.0,14.0,True,,,,
PositionReport,15:04:16,319061900,,36.62928,28.63936,9.0,303.3,303.0,14.0,True,,,,
DataLinkManagementMessage,15:04:16,2155007,GIORDAN,36.0723,14.2183,,,,,True,,,,
DataLinkManagementMessage,15:04:16,2070817,,42.30756,27.75846,,,,,True,,,,
DataLinkManagementMessage,15:04:16,2070819,,43.18195,27.90778,,,,,True,,,,
DataLinkManagementMessage,15:04:16,2620001,,42.05464,19.14101,,,,,True,,,,
DataLinkManagementMessage,15:04:16,2070819,,43.18195,27.90778,,,,,True,,,,
DataLinkManagementMessage,15:04:16,2620001,,42.05464,19.14101,,,,,True,,,,
ShipStaticData,15:04:16,319329000,INVICTUS,43.16874,7.83889,,,,,True,ZGCZ5,PORTISCO,37.0,"{'A': 24, 'B': 41, 'C': 4, 'D': 9}"
ShipStaticData,15:04:16,636022183,ASTRAIOS,44.39341,8.76058,,,,,True,5LHO3,ITGOA,74.0,"{'A': 132, 'B': 40, 'C': 20, 'D': 7}"
StaticDataReport,15:04:16,319284700,COOL BEAUTY II,39.54799,2.3868,,,,,True,,,,
PositionReport,15:04:16,241872000,VERNICOS SCAFI III,37.93797,23.62511,0.0,226.9,62.0,12.0,True,,,,
PositionReport,15:04:16,241359000,NISSOS CHRISTIANA,38.77583,3.88776,13.6,103.1,105.0,7.0,True,,,,
PositionReport,15:04:16,247590000,BILLTON,40.84414,14.26506,0.0,4.1,511.0,14.0,True,,,,
StandardClassBPositionReport,15:04:16,228031510,MELMAT II,45.62546,-1.09144,2.7,109.4,109.0,13.0,True,,,,
StandardClassBPositionReport,15:04:16,232040960,LOLA,43.58615,7.12579,0.0,360.0,511.0,14.0,True,,,,
AidsToNavigationReport,15:04:17,992476135,,44.4953,12.281,,,,60.0,True,,,1.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}"
DataLinkManagementMessage,15:04:17,2470025,MONTE MAIELETTA,42.1575,14.12555,,,,,True,,,,
PositionReport,15:04:17,212717000,OLVIA,34.25412,33.34636,7.9,331.2,327.0,36.0,True,,,,
PositionReport,15:04:17,355948000,VEGA LEADER,40.66661,2.08437,16.0,63.1,64.0,14.0,True,,,,
PositionReport,15:04:17,247372400,MOBY KISS,43.18546,10.06637,14.6,19.4,20.0,13.0,True,,,,
StaticDataReport,15:04:17,250300090,BOUEE ZEPHIR I [73%],44.64866,-1.33409,,,,,True,,,,
ShipStaticData,15:04:17,247299400,VITTORIA,40.77676,14.09385,,,,,True,IIYZ2,PRO - POZZ E VIC.,60.0,"{'A': 10, 'B': 18, 'C': 4, 'D': 2}"
PositionReport,15:04:17,511101517,NIKOLAY GAMAYUNOV,41.596,28.86167,0.0,233.3,15.0,12.0,True,,,,
PositionReport,15:04:17,215419000,CRISTINA A,37.56615,16.9855,11.9,284.8,284.0,15.0,True,,,,
PositionReport,15:04:17,247128600,PUNTA CARENA,40.55597,14.24041,2.7,3.3,511.0,15.0,True,,,,
PositionReport,15:04:17,538012456,ANGERONA,36.81566,-1.44141,0.9,96.0,75.0,60.0,True,,,,
PositionReport,15:04:17,224094480,CAP SALINES,39.54291,2.36904,11.0,100.0,99.0,60.0,True,,,,
StandardClassBPositionReport,15:04:17,227525320,EVIDENCE,43.00783,6.18794,0.0,306.9,306.0,0.0,True,,,,
PositionReport,15:04:17,247167600,CREUZA DE MA,44.33079,9.21736,0.0,360.0,511.0,15.0,True,,,,
StandardClassBPositionReport,15:04:17,261001534,GOLDEN IBIS,44.30999,9.21422,5.7,15.6,511.0,15.0,True,,,,
PositionReport,15:04:17,239998600,ACCORD,37.91933,23.54372,1.5,25.4,82.0,14.0,True,,,,
StaticDataReport,15:04:17,224422780,MAGEC,37.82167,-0.7558,,,,,True,,,,
PositionReport,15:04:17,354315000,MSC TOMOKO,31.98803,33.08452,20.1,90.3,88.0,13.0,True,,,,
PositionReport,15:04:17,247042900,ADEONA,40.84014,14.26858,0.0,47.0,90.0,9.0,True,,,,
PositionReport,15:04:17,247299400,VITTORIA,40.77676,14.09385,9.5,248.0,511.0,15.0,True,,,,
AidsToNavigationReport,15:04:18,992476498,,40.75667,13.85,,,,60.0,True,,,0.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}"
AidsToNavigationReport,15:04:18,992381320,,44.94538,14.06534,,,,15.0,True,,,5.0,"{'A': 2, 'B': 0, 'C': 2, 'D': 0}"
PositionReport,15:04:18,341534002,LORD HAMMOUR,31.37523,32.31105,0.0,152.6,311.0,16.0,True,,,,
PositionReport,15:04:18,247229020,BIG FIVE,44.35111,8.56939,0.0,321.5,37.0,14.0,True,,,,
PositionReport,15:04:18,247186700,MOBY TOMMY,40.9251,9.52053,0.0,230.6,87.0,17.0,True,,,,
PositionReport,15:04:18,310765000,LONDON EXPRESS,40.78464,28.60333,1.2,189.6,6.0,16.0,True,,,,
PositionReport,15:04:18,249378000,SOLID,43.51525,6.93957,0.0,360.0,511.0,16.0,True,,,,
PositionReport,15:04:18,311000134,ATLAS,40.77695,18.39434,11.2,320.1,322.0,14.0,True,,,,
PositionReport,15:04:18,341549002,PELEG,34.64828,33.01614,0.0,82.7,511.0,15.0,True,,,,
PositionReport,15:04:18,237363700,EVIA STAR,38.04514,24.30998,14.5,260.9,511.0,16.0,True,,,,
PositionReport,15:04:18,356716000,MSC SINFONIA,37.64569,21.31991,0.0,75.8,240.0,14.0,True,,,,
ShipStaticData,15:04:18,339000312,JUBILEE,40.75089,13.91035,,,,,True,6YWT2,ISCHIA,37.0,"{'A': 21, 'B': 25, 'C': 10, 'D': 0}"
PositionReport,15:04:18,538011000,TWIN DELIGHT,31.3924,32.39361,10.2,13.3,10.0,17.0,True,,,,
PositionReport,15:04:18,636019289,MSC HARMONY III,45.39123,12.2608,7.7,187.9,190.0,15.0,True,,,,
PositionReport,15:04:18,341858001,LIMOUSINE EXPRESS,36.49705,27.79716,11.7,118.4,118.0,11.0,True,,,,
PositionReport,15:04:19,247451300,MARU C,45.42259,12.25776,0.0,260.2,299.0,18.0,True,,,,
PositionReport,15:04:19,273270180,FORWARDER,37.41139,3.73232,11.9,82.0,86.0,60.0,True,,,,
PositionReport,15:04:19,241925000,CHRISTOS 73,37.95227,23.55195,0.0,275.0,273.0,15.0,True,,,,
PositionReport,15:04:19,225997876,DAEDALUS,39.45514,-0.30723,102.3,360.0,112.0,16.0,True,,,,
PositionReport,15:04:19,224208000,VB XEREA,39.4421,-0.31736,0.0,231.0,208.0,11.0,True,,,,
PositionReport,15:04:19,563288600,MAERSK NEWARK,32.92447,34.68289,17.7,275.6,277.0,17.0,True,,,,
PositionReport,15:04:19,373895000,HON WEI,36.31268,17.26999,12.8,270.8,271.0,18.0,True,,,,
PositionReport,15:04:19,247120550,FRINE III,40.4855,18.41889,3.0,318.2,511.0,18.0,True,,,,
PositionReport,15:04:19,247289200,VASTASO,42.12289,11.73021,0.1,248.9,511.0,17.0,True,,,,
ShipStaticData,15:04:19,224572000,VB SIERRA AITANA,38.33632,-0.48466,,,,,True,FQSJ,ALICANTE,52.0,"{'A': 20, 'B': 15, 'C': 6, 'D': 6}"
ShipStaticData,15:04:19,319108500,LIQUID SKY,37.90819,23.63958,,,,,True,ZGGF5,PERAMA (ATHENS),96.0,"{'A': 37, 'B': 10, 'C': 6, 'D': 3}"
ShipStaticData,15:04:19,319199700,FLORENTIA,43.78912,7.59853,,,,,True,ZGKW9,VENTIMIGLIA,37.0,"{'A': 32, 'B': 20, 'C': 7, 'D': 3}"
ShipStaticData,15:04:19,538071581,DREAM,40.94582,12.8505,,,,,True,V7A4590,ITFCO,37.0,"{'A': 27, 'B': 33, 'C': 5, 'D': 6}"
PositionReport,15:04:19,630001081,GOLDEN LEO,41.32805,2.20043,0.0,16.0,201.0,17.0,True,,,,
PositionReport,15:04:19,247356500,MEGA ANDREA,42.69986,9.45379,0.0,293.4,135.0,13.0,True,,,,
StandardClassBPositionReport,15:04:19,248289000,GENTLEMAN,43.2436,6.7132,10.8,11.6,511.0,16.0,True,,,,
StandardClassBPositionReport,15:04:19,218009560,EDEN,39.54201,2.38269,0.0,0.0,0.0,60.0,True,,,,
DataLinkManagementMessage,15:04:19,2241128,COLLSEROLA,41.41745,2.11419,,,,,True,,,,
StaticDataReport,15:04:19,232050485,LADY N,43.58478,7.12642,,,,,True,,,,
StandardClassBPositionReport,15:04:19,271041129,PRIMA DONNA,37.03419,27.42807,0.0,131.1,511.0,17.0,True,,,,
StandardClassBPositionReport,15:04:19,319317600,NOUF,43.73604,7.42504,0.0,168.3,84.0,17.0,True,,,,
AidsToNavigationReport,15:04:19,992476501,,40.76333,13.89167,,,,60.0,True,,,0.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}"
StandardClassBPositionReport,15:04:19,271044667,ZORBAS,37.03342,27.42761,0.2,0.0,511.0,16.0,True,,,,
StandardClassBPositionReport,15:04:19,228185760,ENTRE2POLES,43.56646,7.08196,0.0,360.0,511.0,17.0,True,,,,
StaticDataReport,15:04:20,268200100,ELIO'S,44.41568,8.8368,,,,,True,,,,
StaticDataReport,15:04:20,428617000,YOLO,32.80583,35.03028,,,,,True,,,,
StaticDataReport,15:04:20,228277870,GINNA,39.46186,-0.31677,,,,,True,,,,
PositionReport,15:04:20,237016600,MANDALENA,37.268,23.15641,0.0,199.4,511.0,18.0,True,,,,
PositionReport,15:04:20,319055000,AURORA,43.58764,7.13161,0.0,201.8,306.0,17.0,True,,,,
PositionReport,15:04:20,273298570,YANINA,40.94597,28.72947,0.1,64.1,38.0,15.0,True,,,,
PositionReport,15:04:20,255915842,NORDLUCHS,37.95803,23.57908,0.0,293.7,347.0,19.0,True,,,,
PositionReport,15:04:20,248000893,SANTA MARIA T,39.42445,-0.3206,0.0,360.0,511.0,19.0,True,,,,
PositionReport,15:04:20,224078780,SA RATA,36.53967,-4.61863,0.0,0.0,511.0,18.0,True,,,,
PositionReport,15:04:20,232063296,NIANSO,37.87735,23.72547,0.0,327.6,511.0,18.0,True,,,,
PositionReport,15:04:20,225322000,MIGUEL OLIVER,42.01189,3.47676,5.5,326.7,325.0,16.0,True,,,,
AidsToNavigationReport,15:04:20,992381270,,43.44926,16.24005,,,,2.0,True,,,5.0,"{'A': 0, 'B': 2, 'C': 0, 'D': 1}"
StandardClassBPositionReport,15:04:20,232021841,M/Y SEA LA VIE,36.67034,28.03024,6.3,55.6,511.0,18.0,True,,,,
StandardClassBPositionReport,15:04:20,225998655,ATLANTIS,39.54799,2.38571,0.0,0.0,0.0,60.0,True,,,,
StandardClassBPositionReport,15:04:20,232040648,STARDUST,37.23111,15.22423,0.0,360.0,511.0,19.0,True,,,,
StandardClassBPositionReport,15:04:20,205635170,PHILAU,38.84032,0.18574,4.8,169.9,511.0,18.0,True,,,,
ShipStaticData,15:04:20,239550200,ECODREAM,38.0374,23.53373,,,,,True,SVA2487,PERIOCHI,81.0,"{'A': 40, 'B': 12, 'C': 4, 'D': 3}"
PositionReport,15:04:21,636013564,LOXANDRA,35.85602,24.15262,11.7,78.0,78.0,20.0,True,,,,
StandardClassBPositionReport,15:04:21,215633000,SOLITAIRE OF SURAMA,37.95264,20.70009,7.8,151.0,162.0,60.0,True,,,,
StandardClassBPositionReport,15:04:21,240423800,TINTABELLA,37.44261,24.94486,0.2,360.0,511.0,19.0,True,,,,
PositionReport,15:04:21,209056000,MSC NORDIC F,39.41849,-0.07782,0.7,227.0,38.0,60.0,True,,,,
PositionReport,15:04:21,314516000,HALIT BEY,45.78604,13.55383,0.0,13.6,328.0,20.0,True,,,,
PositionReport,15:04:21,224322000,SUVER,39.42391,-0.32453,0.0,360.0,317.0,19.0,True,,,,
PositionReport,15:04:21,629009420,NS SPRINTER,37.85756,23.28634,5.3,99.2,98.0,20.0,True,,,,
PositionReport,15:04:21,311001150,CMA CGM CHIWAN,37.2745,17.69671,11.7,287.6,285.0,21.0,True,,,,
PositionReport,15:04:21,259181000,WILSON GDANSK,37.49245,15.09236,0.0,151.6,92.0,19.0,True,,,,
PositionReport,15:04:21,247382800,SANTA PANAGIA,37.11885,15.25214,0.3,129.2,511.0,19.0,True,,,,
PositionReport,15:04:21,256564000,CAPUCINE,45.72399,13.64675,4.7,13.3,12.0,21.0,True,,,,
StaticDataReport,15:04:21,2241115,JAIZQUIBEL,43.34398,-1.85687,,,,,True,,,,
StaticDataReport,15:04:21,227667150,PELICANO,43.69468,7.28349,,,,,True,,,,
DataLinkManagementMessage,15:04:21,2470014,NAPLES ITCG,40.84383,14.26333,,,,,True,,,,
DataLinkManagementMessage,15:04:21,2470048,MONTE BIGNONE,43.86833,7.7445,,,,,True,,,,
PositionReport,15:04:21,236111603,SCHILLPLATE,36.47935,27.67398,8.2,96.1,95.0,19.0,True,,,,
ShipStaticData,15:04:21,255806497,MSC MELINE,44.40493,8.91537,,,,,True,CQEV6,ITGOA,71.0,"{'A': 225, 'B': 76, 'C': 19, 'D': 29}"
StaticDataReport,15:04:21,256001214,SHAGALA BAGALA,44.30894,9.21552,,,,,True,,,,
DataLinkManagementMessage,15:04:21,2275425,,43.47624,6.90539,,,,,True,,,,
DataLinkManagementMessage,15:04:21,2129940,,34.65292,33.01308,,,,,True,,,,
DataLinkManagementMessage,15:04:21,2470048,MONTE BIGNONE,43.86833,7.7445,,,,,True,,,,
StaticDataReport,15:04:21,254728000,,43.73416,7.42679,,,,,True,,,,
DataLinkManagementMessage,15:04:21,2070812,,43.37963,28.46843,,,,,True,,,,
DataLinkManagementMessage,15:04:21,2275425,,43.47624,6.90539,,,,,True,,,,
StandardClassBPositionReport,15:04:21,227918040,TFO3,43.05202,6.16225,6.1,149.7,511.0,19.0,True,,,,
ShipStaticData,15:04:22,256893000,DARLING,43.71559,7.38228,,,,,True,9HA4027,,0.0,"{'A': 10, 'B': 39, 'C': 6, 'D': 2}"
PositionReport,15:04:22,248883000,ANVA,43.58949,7.12929,0.0,294.5,47.0,21.0,True,,,,
PositionReport,15:04:22,247343000,SALERNO JET,40.62903,14.2677,27.5,187.1,511.0,19.0,True,,,,
PositionReport,15:04:22,247222320,MP LEDO,42.35999,10.98655,9.1,40.9,511.0,20.0,True,,,,
PositionReport,15:04:22,247113500,PUNTA CAMPANELLA,41.22197,13.57462,5.5,313.2,511.0,20.0,True,,,,
PositionReport,15:04:22,247290700,AMMIANA,45.33809,12.30913,3.7,149.0,511.0,21.0,True,,,,
PositionReport,15:04:22,273277840,TRIUMF,31.59769,32.18128,10.0,303.0,300.0,7.0,True,,,,
PositionReport,15:04:22,247172700,MV COMFORT,45.21754,12.28508,0.5,23.8,511.0,22.0,True,,,,
StaticDataReport,15:04:22,230196320,,43.72963,7.41975,,,,,True,,,,
DataLinkManagementMessage,15:04:22,2010002,,41.33225,19.42405,,,,,True,,,,
StandardClassBPositionReport,15:04:22,225989226,SERENA,41.35869,2.1887,4.9,204.2,511.0,21.0,True,,,,
StandardClassBPositionReport,15:04:22,236112724,BASH IV,37.93091,23.68053,0.0,114.8,511.0,20.0,True,,,,
StandardClassBPositionReport,15:04:22,232054661,KAIA LONDON,40.73983,13.85923,0.0,360.0,511.0,20.0,True,,,,
StandardClassBPositionReport,15:04:22,247217940,,40.77758,13.54738,4.4,140.7,511.0,20.0,True,,,,
StandardClassBPositionReport,15:04:22,256001809,,41.21506,13.05869,14.0,100.1,511.0,18.0,True,,,,
PositionReport,15:04:22,247129500,INGHILTERRA,44.41176,8.92018,0.8,344.8,511.0,21.0,True,,,,
PositionReport,15:04:22,219734000,ALVA MAERSK,37.5498,10.74677,18.9,283.0,286.0,60.0,True,,,,
PositionReport,15:04:22,247375100,ELMA C,45.63532,13.77548,0.0,0.0,214.0,60.0,True,,,,
ShipStaticData,15:04:22,319132500,IRONMAN,41.37878,2.18664,,,,,True,ZGHL8,BARCELONA,37.0,"{'A': 27, 'B': 15, 'C': 8, 'D': 0}"
ShipStaticData,15:04:22,319240800,R.M.F.,43.71068,7.35247,,,,,True,ZGQG,MONACO,37.0,"{'A': 30, 'B': 22, 'C': 4, 'D': 4}"
ShipStaticData,15:04:22,341642002,DAMAS WAVE,35.16731,34.99498,,,,,True,V4MJ7,EL ARISH,70.0,"{'A': 107, 'B': 27, 'C': 9, 'D': 12}"
ShipStaticData,15:04:22,563291800,ZIM DIAMOND,44.14246,8.84648,,,,,True,9V7314,ITGOA,73.0,"{'A': 89, 'B': 183, 'C': 14, 'D': 29}"
PositionReport,15:04:22,247087260,IMPETUOSO,45.20946,12.47037,5.2,114.4,511.0,20.0,True,,,,
DataLinkManagementMessage,15:04:22,2010002,,41.33225,19.42405,,,,,True,,,,
StandardClassBPositionReport,15:04:22,227561550,PROTEST,42.0628,8.36084,4.1,302.7,511.0,19.0,True,,,,
StandardClassBPositionReport,15:04:22,227140740,,41.13343,12.80883,6.0,149.1,511.0,17.0,True,,,,
BaseStationReport,15:04:22,2470066,CAPO SPARTIVENTO,37.99133,16.01117,,,,,True,,,,
StaticDataReport,15:04:23,232733000,SY SAVANNAH,43.55232,7.10087,,,,,True,,,,
PositionReport,15:04:23,215951000,ARADOS,43.54813,7.11106,0.0,64.3,331.0,23.0,True,,,,
PositionReport,15:04:23,239617600,APOSTOLOS M,37.96381,23.53212,5.6,160.1,511.0,21.0,True,,,,
PositionReport,15:04:23,227212000,TETHYS 2,43.1066,5.88375,0.0,258.0,320.0,21.0,True,,,,
PositionReport,15:04:23,636021877,DEMA M,31.27255,32.35878,11.7,13.7,14.0,22.0,True,,,,
PositionReport,15:04:23,249348000,NEW GEMINI,37.91647,23.54943,0.0,272.4,190.0,16.0,True,,,,
StaticDataReport,15:04:23,215633000,SOLITAIRE OF SURAMA,37.95264,20.70009,,,,,True,,,,
StaticDataReport,15:04:23,428071180,MARIE-LUAR,32.80547,35.0297,,,,,True,,,,
PositionReport,15:04:23,419002052,SHIVALIK,37.4313,1.80039,12.9,247.0,248.0,60.0,True,,,,
PositionReport,15:04:23,224022650,OMNIBUS,41.37042,2.1997,8.1,191.5,511.0,21.0,True,,,,
StaticDataReport,15:04:23,319356100,LITTLE BIG NAAN,41.37339,2.19234,,,,,True,,,,
PositionReport,15:04:23,224012450,ALASKA PRIMERO,41.21245,1.7368,0.0,273.0,511.0,30.0,True,,,,
DataLinkManagementMessage,15:04:23,2241153,DIQUE_PALMA,39.55272,2.63913,,,,,True,,,,
PositionReport,15:04:23,677023500,GRACE A,41.37254,19.41845,0.0,360.0,511.0,21.0,True,,,,
PositionReport,15:04:23,210012000,MARGARITA SALAS,40.90049,2.65101,29.9,136.8,136.0,28.0,True,,,,
PositionReport,15:04:23,229070000,ODESSA,40.93051,28.87902,1.0,272.1,256.0,22.0,True,,,,
PositionReport,15:04:23,249804000,SUMMER LADY,35.99839,35.017,2.2,303.8,265.0,22.0,True,,,,
AidsToNavigationReport,15:04:23,992471040,,40.71108,13.85281,,,,60.0,True,,,6.0,"{'A': 1, 'B': 1, 'C': 1, 'D': 1}"
BaseStationReport,15:04:23,2470020,MONTE BELVEDERE,45.67333,13.79833,,,,,True,,,,
BaseStationReport,15:04:23,2070819,,43.18195,27.90778,,,,,True,,,,
PositionReport,15:04:23,247901000,NAVE GIGANTE,42.0724,11.22854,5.7,123.7,511.0,6.0,True,,,,
ShipStaticData,15:04:23,248755000,SOURAYA,37.93033,23.68415,,,,,True,9HA4796,FLISVOS MARINA,37.0,"{'A': 23, 'B': 16, 'C': 4, 'D': 4}"
ShipStaticData,15:04:23,538071689,SAMIRA,43.73677,7.4242,,,,,True,V7A5202,MONACO,37.0,"{'A': 37, 'B': 18, 'C': 5, 'D': 5}"
StandardClassBPositionReport,15:04:23,228443900,LAFAYETTE,43.51378,7.06558,0.1,360.0,511.0,22.0,True,,,,
StandardClassBPositionReport,15:04:23,240666700,KOS 58 CAT 1,37.28523,23.20348,9.3,75.9,511.0,22.0,True,,,,
StandardClassBPositionReport,15:04:23,211839150,INCANTO,45.64803,13.76118,0.0,0.0,0.0,60.0,True,,,,
PositionReport,15:04:24,511100504,BAR DIVE 1,32.47183,34.88478,0.0,94.3,511.0,24.0,True,,,,
PositionReport,15:04:24,255806493,MSC VITA,36.64087,34.67919,8.0,0.9,2.0,24.0,True,,,,
PositionReport,15:04:24,563175300,HAFNIA LILLESAND,37.0618,6.98018,4.9,321.0,315.0,60.0,True,,,,
PositionReport,15:04:24,247191500,CALA AZZURRA,45.79003,13.54791,0.0,268.2,50.0,21.0,True,,,,
PositionReport,15:04:24,668116454,FENG HAI 999,34.1363,34.14371,11.0,213.5,217.0,20.0,True,,,,
PositionReport,15:04:24,339332000,GRACE,43.70651,7.35838,0.0,360.0,209.0,25.0,True,,,,
PositionReport,15:04:24,518999001,SCORPION,39.59964,2.34622,13.2,203.4,204.0,24.0,True,,,,
PositionReport,15:04:24,224220360,SPABUNKER CINCUENTA,41.34921,2.16907,0.0,346.9,207.0,21.0,True,,,,
PositionReport,15:04:24,224182450,VB SONADOR,39.44239,-0.31734,0.0,0.0,202.0,23.0,True,,,,
PositionReport,15:04:24,247258500,COSTANZA M,40.38666,2.349,12.9,39.8,44.0,60.0,True,,,,
PositionReport,15:04:24,215763000,ADVA,41.58955,9.28528,0.0,151.5,345.0,21.0,True,,,,
PositionReport,15:04:24,271030099,TCSG 304,35.19205,34.12919,27.5,266.3,265.0,22.0,True,,,,
BaseStationReport,15:04:24,2717215,,36.83801,29.09564,,,,,True,,,,
PositionReport,15:04:24,247200190,M/P.JAZZ,44.23381,9.20005,2.0,289.7,511.0,24.0,True,,,,
AidsToNavigationReport,15:04:24,992476499,,40.87833,13.85,,,,60.0,True,,,0.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}"
ShipStaticData,15:04:24,319202300,DONNA SANTA DUE,43.54525,10.29645,,,,,True,ZGOB,,37.0,"{'A': 22, 'B': 22, 'C': 4, 'D': 5}"
ShipStaticData,15:04:24,247432100,BAIA,40.4782,17.19901,,,,,True,IJWL2,TARANTO,52.0,"{'A': 13, 'B': 15, 'C': 6, 'D': 7}"
StandardClassBPositionReport,15:04:24,224156480,,38.84543,0.11233,0.1,360.0,511.0,22.0,True,,,,
StandardClassBPositionReport,15:04:24,278028000,SI-10,45.54828,13.72444,0.0,0.0,0.0,60.0,True,,,,
StandardClassBPositionReport,15:04:24,225990530,TRANQUILON,39.53703,2.41489,1.3,208.0,208.0,60.0,True,,,,
BaseStationReport,15:04:24,2241047,CULLERA,39.18651,-0.21694,,,,,True,,,,
PositionReport,15:04:24,461000232,SPARTAN,37.75473,6.6811,12.9,267.0,266.0,60.0,True,,,,
StaticDataReport,15:04:24,211237170,RAUSCHKUGEL,37.65433,21.32699,,,,,True,,,,
StaticDataReport,15:04:24,228269110,PANTHOURS,43.41534,6.77416,,,,,True,,,,
StaticDataReport,15:04:24,2470142,USTICA,38.70778,13.17805,,,,,True,,,,
DataLinkManagementMessage,15:04:24,2241130,AITANAS,38.65113,-0.27411,,,,,True,,,,
DataLinkManagementMessage,15:04:24,2386190,AIS RS OSORCICA,44.66506,14.36641,,,,,True,,,,
DataLinkManagementMessage,15:04:24,2275435,,41.73843,9.38771,,,,,True,,,,
DataLinkManagementMessage,15:04:25,2275435,,41.73843,9.38771,,,,,True,,,,
StandardClassBPositionReport,15:04:25,224113950,,39.8618,-0.0725,0.3,358.5,511.0,60.0,True,,,,
ShipStaticData,15:04:25,241951000,SVS II,38.02607,23.59553,,,,,True,SVB5281,PIRAEUS,31.0,"{'A': 12, 'B': 13, 'C': 7, 'D': 5}"
DataLinkManagementMessage,15:04:25,2241130,AITANAS,38.65113,-0.27411,,,,,True,,,,
StandardClassBPositionReport,15:04:25,227444490,AMA'NIOS,37.49981,15.09277,0.0,360.0,511.0,5.0,True,,,,
DataLinkManagementMessage,15:04:25,2241135,SAN JOSE,38.91579,1.27765,,,,,True,,,,
StandardClassBPositionReport,15:04:25,211814590,SALTY MOMENTS,39.56506,2.63368,0.1,360.0,511.0,24.0,True,,,,
PositionReport,15:04:25,275524000,,38.79398,0.36183,11.8,152.7,511.0,21.0,True,,,,
StandardClassBPositionReport,15:04:25,256004537,,40.6098,14.30705,11.2,182.0,299.0,24.0,True,,,,
StandardClassBPositionReport,15:04:25,225994982,,37.82117,-0.75634,0.0,321.4,321.0,22.0,True,,,,
StandardClassBPositionReport,15:04:25,228139410,ALIZE,43.56714,7.08095,0.0,360.0,511.0,24.0,True,,,,
StandardClassBPositionReport,15:04:25,205834910,TAI-PAN,41.37909,2.22088,2.3,239.8,511.0,24.0,True,,,,
StandardClassBPositionReport,15:04:25,247361690,YVAINE,42.16956,10.68948,8.2,60.5,511.0,24.0,True,,,,
StaticDataReport,15:04:25,256004877,MB,43.72877,7.41978,,,,,True,,,,
StaticDataReport,15:04:25,232056303,SWAN 7,43.78312,7.52026,,,,,True,,,,
StaticDataReport,15:04:25,268265801,,43.57547,7.12782,,,,,True,,,,
StaticDataReport,15:04:25,225994982,,37.82117,-0.75634,,,,,True,,,,
PositionReport,15:04:25,240335400,MALU VIII,37.93694,23.64936,0.0,102.8,195.0,22.0,True,,,,
PositionReport,15:04:25,428002000,ZIM VIRGINIA,35.70975,17.62498,11.4,106.0,106.0,25.0,True,,,,
PositionReport,15:04:25,636093318,ROSTRUM OPTIMA,45.55993,13.69995,4.6,118.0,116.0,60.0,True,,,,
PositionReport,15:04:25,538006774,LORENZO,37.43214,6.74575,10.9,82.0,89.0,60.0,True,,,,
PositionReport,15:04:25,247352700,ANNA MUR,41.88453,9.93545,9.0,358.6,355.0,21.0,True,,,,
PositionReport,15:04:25,268262900,RAYANA,41.30654,19.45056,0.0,202.0,320.0,22.0,True,,,,
PositionReport,15:04:25,256003619,VOE JARL,44.39798,8.90132,0.2,96.0,118.0,24.0,True,,,,
PositionReport,15:04:25,255805844,TROUPER,39.45109,0.01157,9.6,79.0,80.0,23.0,True,,,,
PositionReport,15:04:25,240535000,POPI,36.3681,28.35737,7.6,121.0,511.0,23.0,True,,,,
StandardClassBPositionReport,15:04:25,228170330,SPYKE,43.27977,7.14054,6.4,148.5,511.0,23.0,True,,,,
PositionReport,15:04:25,247381100,STAR,45.63489,13.76739,0.0,253.6,511.0,24.0,True,,,,
PositionReport,15:04:25,224115180,PETROBAY,41.34341,2.15059,0.0,346.2,5.0,21.0,True,,,,
PositionReport,15:04:25,405000237,BANGLAR AGRAJATRA,38.64253,8.49235,0.7,307.6,69.0,20.0,True,,,,
PositionReport,15:04:25,247315200,POSEIDONE,40.92329,12.97679,6.7,221.0,511.0,20.0,True,,,,
PositionReport,15:04:25,247437300,SB FLEGREA,40.84183,14.27002,0.0,266.0,1.0,22.0,True,,,,
ShipStaticData,15:04:26,227187000,MEDITERRANEE,37.71413,3.47895,,,,,True,FNYF,FR MRS,60.0,"{'A': 24, 'B': 133, 'C': 21, 'D': 7}"
