Message Type,Received UTC,MMSI,Ship Name,Latitude,Longitude,Speed Over Ground (knots),Course Over Ground,True Heading,Timestamp (sec),Is Valid,Call Sign,Destination,Ship Type,Dimensions
PositionReport,15:13:20,255915591,JOANNA BORCHARD,42.04094,7.45811,11.6,302.8,300.0,16.0,True,,,,
PositionReport,15:13:20,563186300,HAFNIA AMMOLITE,43.93106,8.90653,0.3,173.2,92.0,17.0,True,,,,
PositionReport,15:13:20,577373000,DEK A,32.7399,32.45263,8.9,260.9,269.0,18.0,True,,,,
BaseStationReport,15:13:20,2391500,,38.14005,20.65888,,,,,True,,,,
ShipStaticData,15:13:20,239814400,MEGALOCHARI VIII,37.43632,24.93861,,,,,True,SVA5419,SYROS,52.0,"{'A': 10, 'B': 19, 'C': 5, 'D': 4}"
DataLinkManagementMessage,15:13:20,2470048,MONTE BIGNONE,43.86833,7.7445,,,,,True,,,,
DataLinkManagementMessage,15:13:20,2129940,,34.65292,33.01308,,,,,True,,,,
DataLinkManagementMessage,15:13:20,2470048,MONTE BIGNONE,43.86833,7.7445,,,,,True,,,,
DataLinkManagementMessage,15:13:20,2470074,MONTE SAN GREGORIO,37.56478,15.10375,,,,,True,,,,
DataLinkManagementMessage,15:13:20,2386070,,44.771,14.78667,,,,,True,,,,
DataLinkManagementMessage,15:13:20,2470048,MONTE BIGNONE,43.86833,7.7445,,,,,True,,,,
AidsToNavigationReport,15:13:20,992471013,,43.9553,8.17225,,,,60.0,True,,,6.0,"{'A': 1, 'B': 1, 'C': 1, 'D': 1}"
SingleSlotBinaryMessage,15:13:20,232032450,,43.68947,7.33623,,,,,True,,,,
StandardClassBPositionReport,15:13:21,228038090,IMAGINE,43.56456,7.07416,0.0,360.0,511.0,19.0,True,,,,
PositionReport,15:13:21,215200000,STARBURST III,43.7367,7.42356,0.0,360.0,176.0,20.0,True,,,,
DataLinkManagementMessage,15:13:21,2275425,,43.47631,6.90543,,,,,True,,,,
PositionReport,15:13:21,428009065,DANCHOR VIII,32.82081,35.00716,0.0,130.0,348.0,39.0,True,,,,
DataLinkManagementMessage,15:13:21,2470048,MONTE BIGNONE,43.86833,7.7445,,,,,True,,,,
StandardClassBPositionReport,15:13:21,227156370,LINOA,43.71172,7.40325,21.2,264.3,511.0,19.0,True,,,,
PositionReport,15:13:21,228469800,IMPERIUM,43.58566,7.1241,0.0,16.0,99.0,20.0,True,,,,
PositionReport,15:13:21,538072790,NERO,37.21546,15.52968,10.2,45.2,49.0,18.0,True,,,,
PositionReport,15:13:21,224975000,TRHEINTAYCUATRO,36.71068,-4.42177,0.0,342.3,255.0,15.0,True,,,,
PositionReport,15:13:21,352978175,DONA BLE,32.8135,35.03519,0.0,68.8,253.0,60.0,True,,,,
PositionReport,15:13:21,219133000,VUOKSI MAERSK,33.22765,32.67582,15.4,96.6,94.0,19.0,True,,,,
PositionReport,15:13:21,304138000,NOPAC CHALLENGER,37.4398,15.21965,10.4,100.1,100.0,19.0,True,,,,
PositionReport,15:13:21,438000088,CAPITANO GEE,31.23718,32.30145,0.0,282.5,5.0,20.0,True,,,,
PositionReport,15:13:21,241904000,DIAS,38.02185,23.58682,10.5,229.9,230.0,18.0,True,,,,
PositionReport,15:13:21,352004744,MAERSK EUNAPOLIS,37.66047,10.09615,12.7,272.1,270.0,18.0,True,,,,
PositionReport,15:13:21,247195660,FAO,42.72702,9.24477,0.0,30.8,511.0,17.0,True,,,,
PositionReport,15:13:21,319964000,M/Y IMMERSIVE,43.73603,7.42789,0.0,257.1,79.0,19.0,True,,,,
PositionReport,15:13:21,466390000,UM ALHOUL,40.96965,12.58257,15.9,302.8,304.0,16.0,True,,,,
PositionReport,15:13:21,237746400,THEOMITOR,37.9656,23.53033,0.0,360.0,511.0,19.0,True,,,,
DataLinkManagementMessage,15:13:21,2129940,,34.65292,33.01308,,,,,True,,,,
PositionReport,15:13:21,271000662,OLYMPOS SEAWAYS,40.55159,18.31859,20.1,154.7,153.0,19.0,True,,,,
StaticDataReport,15:13:21,228138790,CATARI,41.93193,8.74202,,,,,True,,,,
DataLinkManagementMessage,15:13:21,2470048,MONTE BIGNONE,43.86833,7.7445,,,,,True,,,,
StandardClassBPositionReport,15:13:22,247388570,LIGHEA,44.57299,14.40987,0.2,360.0,511.0,20.0,True,,,,
StaticDataReport,15:13:22,225994036,JOGUI DOS,37.74587,-0.74011,,,,,True,,,,
BaseStationReport,15:13:22,2470066,CAPO SPARTIVENTO,37.99133,16.01117,,,,,True,,,,
BaseStationReport,15:13:22,2268624,,43.53325,3.91449,,,,,True,,,,
PositionReport,15:13:22,511101305,CLEVER,31.45277,31.76819,0.6,276.7,137.0,19.0,True,,,,
PositionReport,15:13:22,636020268,BLUE CIMENT 1,32.89408,34.99052,0.0,237.1,258.0,19.0,True,,,,
PositionReport,15:13:22,249867000,BLADE6,37.94163,23.66907,0.0,360.0,511.0,21.0,True,,,,
PositionReport,15:13:22,247047200,NAIADE,40.84248,14.2612,0.0,309.0,511.0,15.0,True,,,,
ShipStaticData,15:13:22,377046000,HARDINGE,37.94947,23.60437,,,,,True,J8B6507,CORFU,79.0,"{'A': 42, 'B': 42, 'C': 8, 'D': 7}"
ShipStaticData,15:13:22,247131100,LIONE,37.2265,15.21733,,,,,True,IRPF,ITAUG,52.0,"{'A': 14, 'B': 18, 'C': 4, 'D': 6}"
PositionReport,15:13:22,247172700,MV COMFORT,45.21784,12.28536,0.0,256.1,511.0,22.0,True,,,,
PositionReport,15:13:22,241420000,HELLENIC HIGHSPEED,37.43531,24.95478,25.5,72.8,60.0,20.0,True,,,,
PositionReport,15:13:22,677028200,MARIAM_M,31.21101,29.76554,0.0,151.7,292.0,12.0,True,,,,
BaseStationReport,15:13:22,2470054,LA CASTELLANA,44.06667,9.81667,,,,,True,,,,
AidsToNavigationReport,15:13:22,992476499,,40.87833,13.85,,,,60.0,True,,,0.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}"
PositionReport,15:13:22,319322600,XWAVE,44.3024,9.21092,0.0,220.1,60.0,19.0,True,,,,
AidsToNavigationReport,15:13:22,992786007,,45.5515,13.72947,,,,61.0,True,,,27.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}"
StandardClassBPositionReport,15:13:22,228110550,CRISCA,43.51645,6.94058,0.0,360.0,511.0,21.0,True,,,,
DataLinkManagementMessage,15:13:22,2470040,CAPO PALINURO,40.02457,15.27379,,,,,True,,,,
DataLinkManagementMessage,15:13:22,2010002,,41.33225,19.42405,,,,,True,,,,
DataLinkManagementMessage,15:13:22,2010002,,41.33225,19.42405,,,,,True,,,,
StandardClassBPositionReport,15:13:22,205635170,,38.83154,0.19093,5.5,56.5,511.0,20.0,True,,,,
StandardClassBPositionReport,15:13:22,225989324,,39.38414,-0.29066,5.2,171.1,168.0,4.0,True,,,,
StaticDataReport,15:13:22,232060021,SAIDEIRA,41.25937,1.92416,,,,,True,,,,
PositionReport,15:13:23,563281700,YM WELLNESS,36.24922,34.78283,1.3,72.4,275.0,19.0,True,,,,
PositionReport,15:13:23,636017845,AQUADISIAC,40.75765,28.6091,0.7,236.0,336.0,22.0,True,,,,
PositionReport,15:13:23,247489600,CANNAREGIO,45.43377,12.38333,11.2,226.2,511.0,20.0,True,,,,
PositionReport,15:13:23,247355800,ANGRA TOO,40.82631,14.22404,0.1,0.0,333.0,21.0,True,,,,
PositionReport,15:13:23,224241390,NUEVO HARO RODRIGUEZ,36.53922,-4.61725,0.0,360.0,511.0,22.0,True,,,,
PositionReport,15:13:23,247288900,BLACK SHARK,37.76032,5.90001,10.4,265.8,266.0,22.0,True,,,,
PositionReport,15:13:23,215951000,ARADOS,43.54816,7.11131,0.1,64.3,293.0,23.0,True,,,,
PositionReport,15:13:23,209630000,CAT I,37.41292,24.34826,23.7,317.2,320.0,21.0,True,,,,
PositionReport,15:13:23,247447600,FERDINANDO MORACE,38.29412,15.22218,27.2,115.9,124.0,21.0,True,,,,
PositionReport,15:13:23,229390000,AVENTURA,39.55787,2.62954,0.0,98.7,270.0,21.0,True,,,,
PositionReport,15:13:23,650000000,,36.54825,1.34339,0.0,0.0,0.0,60.0,True,,,,
PositionReport,15:13:23,419002052,SHIVALIK,37.41857,1.76195,12.9,248.0,250.0,60.0,True,,,,
PositionReport,15:13:23,224513000,OMARSUB TRES,41.33713,2.17058,0.1,115.7,10.0,22.0,True,,,,
DataLinkManagementMessage,15:13:23,2070815,,42.7189,27.88024,,,,,True,,,,
StandardClassBPositionReport,15:13:23,228228830,OCEAN DRIVE,43.3232,6.84712,5.5,223.2,511.0,21.0,True,,,,
StandardClassBPositionReport,15:13:23,225980951,ALBA,38.34091,-0.4849,0.2,360.0,511.0,22.0,True,,,,
StandardClassBPositionReport,15:13:23,261005616,,39.34312,-0.15179,6.6,292.3,291.0,21.0,True,,,,
StandardClassBPositionReport,15:13:23,225980976,KALANDRE,36.71427,-4.3451,0.1,360.0,511.0,22.0,True,,,,
StandardSearchAndRescueAircraftReport,15:13:23,1001,AIRBORNE SAR,41.69873,12.88348,58.0,288.4,,20.0,True,,,,
PositionReport,15:13:23,271040948,GALATA SEAWAYS,37.51395,17.4068,18.6,284.8,283.0,20.0,True,,,,
PositionReport,15:13:24,667001832,SEA BIRD,31.77177,32.08995,7.1,162.1,166.0,43.0,True,,,,
PositionReport,15:13:24,225998709,ECOCAT TRES,41.36605,2.18215,4.4,183.9,511.0,23.0,True,,,,
PositionReport,15:13:24,240897000,AEGEAN ACE,38.03744,23.53361,0.0,360.0,511.0,22.0,True,,,,
PositionReport,15:13:24,311000933,CORINTHIAN SPIRE,34.36264,34.54487,4.8,24.0,20.0,22.0,True,,,,
PositionReport,15:13:24,622123257,SALAM8,31.21847,32.33995,0.0,226.8,192.0,7.0,True,,,,
PositionReport,15:13:24,241527000,MEGALOCHARI  VII,37.93875,23.63449,0.0,220.7,511.0,22.0,True,,,,
PositionReport,15:13:24,247092920,SAN VINCENZO,41.76863,12.21035,0.3,136.6,511.0,22.0,True,,,,
PositionReport,15:13:24,240726100,MENANGIO X,37.94151,23.66901,0.0,360.0,511.0,22.0,True,,,,
PositionReport,15:13:24,247158800,FRECCIA DEL GOLFO,40.76635,14.02664,1.7,298.5,511.0,22.0,True,,,,
PositionReport,15:13:24,247315200,POSEIDONE,40.90705,12.96498,9.1,232.6,511.0,20.0,True,,,,
PositionReport,15:13:24,247508000,ROSANNA A,41.24037,13.63036,0.0,360.0,511.0,21.0,True,,,,
PositionReport,15:13:24,304905000,CELTIC EXPLORER,36.36367,-4.74273,10.9,44.4,49.0,22.0,True,,,,
StandardClassBPositionReport,15:13:24,503113310,,36.79925,21.95881,0.0,0.0,0.0,60.0,True,,,,
BaseStationReport,15:13:24,2470024,FOSSO CUPO,42.05611,11.83833,,,,,True,,,,
BaseStationReport,15:13:24,2717215,,36.83801,29.09564,,,,,True,,,,
PositionReport,15:13:24,225416000,CIUDAD DE BARCELONA,40.79006,2.13947,21.4,10.9,13.0,23.0,True,,,,
PositionReport,15:13:24,240732000,AEGEAN VIII,38.03766,23.53287,0.0,0.1,241.0,22.0,True,,,,
PositionReport,15:13:24,275524000,PERSEUS,38.7658,0.3749,11.9,166.0,167.0,21.0,True,,,,
PositionReport,15:13:24,518159028,ALALYA,43.69759,7.28432,0.0,95.3,96.0,22.0,True,,,,
AidsToNavigationReport,15:13:24,992476138,,37.5003,15.0911,,,,60.0,True,,,1.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}"
PositionReport,15:13:25,240522100,LADY D,37.37249,25.26085,12.2,359.7,511.0,23.0,True,,,,
PositionReport,15:13:25,319892000,EYE,41.14813,9.50448,0.2,64.3,97.0,22.0,True,,,,
PositionReport,15:13:25,605076070,OUGARTA,37.98092,9.28256,9.8,88.1,89.0,21.0,True,,,,
PositionReport,15:13:25,245926000,EEMS STREAM,38.42539,0.69398,7.9,195.0,188.0,60.0,True,,,,
PositionReport,15:13:25,577756000,TENDA,31.46592,32.39372,13.2,301.7,301.0,22.0,True,,,,
PositionReport,15:13:25,229190000,CMA CGM JULES VERNE,31.43985,32.4178,14.3,115.0,115.0,21.0,True,,,,
PositionReport,15:13:25,319331700,MISS LEEN,43.56241,7.1134,0.0,214.0,34.0,22.0,True,,,,
PositionReport,15:13:25,636023257,SEA FIGHTER,45.56155,13.71719,4.3,302.7,302.0,9.0,True,,,,
DataLinkManagementMessage,15:13:25,2470013,MONTE CAVO,41.75017,12.70833,,,,,True,,,,
PositionReport,15:13:25,538008413,GULF TRADER,31.7004,32.00348,12.1,136.7,137.0,23.0,True,,,,
PositionReport,15:13:25,224220360,SPABUNKER CINCUENTA,41.3492,2.16903,0.0,346.9,207.0,23.0,True,,,,
DataLinkManagementMessage,15:13:25,2241130,AITANAS,38.6511,-0.27413,,,,,True,,,,
StaticDataReport,15:13:25,232066752,SANNY,37.93212,23.6844,,,,,True,,,,
StaticDataReport,15:13:25,271053535,QUEEN SERRA,36.71415,28.02002,,,,,True,,,,
PositionReport,15:13:25,225999596,CALA MESQUIDA,41.34613,2.15265,0.0,282.6,5.0,23.0,True,,,,
StandardClassBPositionReport,15:13:25,227444490,AMA'NIOS,37.49981,15.09276,0.0,360.0,511.0,5.0,True,,,,
StandardClassBPositionReport,15:13:25,227918040,TFO3,43.03911,6.17359,6.1,145.8,511.0,23.0,True,,,,
StandardClassBPositionReport,15:13:25,224156480,RATONA,38.84541,0.11231,0.1,360.0,511.0,23.0,True,,,,
AidsToNavigationReport,15:13:25,992071010,,42.55067,27.66136,,,,60.0,True,,,10.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}"
StaticDataReport,15:13:26,235072058,HAPPY THAURUS,40.92659,12.98599,,,,,True,,,,
StandardClassBPositionReport,15:13:26,205834910,,41.37532,2.21294,3.2,234.5,511.0,24.0,True,,,,
StandardClassBPositionReport,15:13:26,225982630,,41.37053,2.22163,1.9,44.4,511.0,24.0,True,,,,
StaticDataReport,15:13:26,261009708,HONOLULU STAR,38.36134,21.41792,,,,,True,,,,
StaticDataReport,15:13:26,203291200,INSIEME,38.04187,-0.53825,,,,,True,,,,
PositionReport,15:13:26,238639740,UNIJE,44.54663,14.4479,7.5,131.0,511.0,23.0,True,,,,
PositionReport,15:13:26,256003613,LINNEA AURORA,39.56502,2.64033,0.0,58.3,323.0,22.0,True,,,,
PositionReport,15:13:26,428000414,PEGASUS I,32.81903,35.00389,0.0,274.3,332.0,25.0,True,,,,
StaticDataReport,15:13:26,225994982,,37.82114,-0.75633,,,,,True,,,,
PositionReport,15:13:26,319483000,KARTAL YUVASI,37.01519,27.45037,0.0,189.3,258.0,23.0,True,,,,
PositionReport,15:13:26,636093318,ROSTRUM OPTIMA,45.55812,13.71478,4.4,89.8,89.0,24.0,True,,,,
PositionReport,15:13:26,237044600,EKATERINI P.,37.76523,24.34263,19.7,319.8,321.0,24.0,True,,,,
PositionReport,15:13:26,245429000,BELLATRIX,41.73733,12.24763,0.0,290.4,278.0,23.0,True,,,,
DataLinkManagementMessage,15:13:26,2470037,ANTENNAMMARE,38.15917,15.46472,,,,,True,,,,
DataLinkManagementMessage,15:13:26,2386030,SUSAK,44.51435,14.30163,,,,,True,,,,
StaticDataReport,15:13:26,227481920,MY WAY,41.93143,8.74249,,,,,True,,,,
DataLinkManagementMessage,15:13:26,2470075,MONTE CIRCEO,41.23036,13.06903,,,,,True,,,,
PositionReport,15:13:26,247454600,HULK,45.63552,13.76837,0.1,233.8,355.0,26.0,True,,,,
PositionReport,15:13:26,631010086,QASR,36.68075,0.05015,10.9,78.0,80.0,60.0,True,,,,
PositionReport,15:13:26,538012718,TRITONEA,34.47337,33.33062,0.8,121.5,355.0,22.0,True,,,,
PositionReport,15:13:26,247066850,PENTA,43.8323,10.07475,8.6,75.0,511.0,25.0,True,,,,
DataLinkManagementMessage,15:13:27,2470012,LIVORNO ITCG,43.55087,10.30217,,,,,True,,,,
DataLinkManagementMessage,15:13:27,2275450,,43.16129,6.0072,,,,,True,,,,
DataLinkManagementMessage,15:13:27,2470082,VOR PONZA,40.9116,12.95711,,,,,True,,,,
BaseStationReport,15:13:27,2470036,MONTE LAURO,37.11668,14.825,,,,,True,,,,
StaticDataReport,15:13:27,256002738,,43.2245,6.66815,,,,,True,,,,
StaticDataReport,15:13:27,247326210,SUMMERSHINE,43.78335,7.51949,,,,,True,,,,
ShipStaticData,15:13:27,224853000,TRHEINTAYCINCO,36.71058,-4.42215,,,,,True,EACY,MALAGA,52.0,"{'A': 12, 'B': 20, 'C': 5, 'D': 7}"
DataLinkManagementMessage,15:13:27,2470066,CAPO SPARTIVENTO,37.99133,16.01117,,,,,True,,,,
StandardClassBPositionReport,15:13:27,225985960,MAITIA,40.03604,4.16211,0.1,267.4,511.0,23.0,True,,,,
PositionReport,15:13:27,249286000,NAN,38.02454,23.59429,0.0,239.5,260.0,24.0,True,,,,
PositionReport,15:13:27,247343600,ANTIGNANO,43.56166,10.30258,0.0,84.8,285.0,25.0,True,,,,
PositionReport,15:13:27,248850000,PERSEUS,37.40922,25.34393,0.2,65.6,338.0,24.0,True,,,,
PositionReport,15:13:27,247216800,NADIR,40.8961,12.96392,3.8,12.4,511.0,25.0,True,,,,
PositionReport,15:13:27,412343000,KANG SHUN,38.38174,7.61328,12.9,258.9,255.0,26.0,True,,,,
StandardClassBPositionReport,15:13:27,244700329,NEXT,38.84496,0.11249,0.5,211.7,511.0,25.0,True,,,,
StandardClassBPositionReport,15:13:27,368379760,,41.38606,2.21319,4.5,213.7,218.0,25.0,True,,,,
StandardClassBPositionReport,15:13:27,227871470,,43.77969,7.52951,4.6,92.4,511.0,23.0,True,,,,
PositionReport,15:13:27,255915584,BALTIC GRAIN,36.92532,15.4773,9.2,212.8,213.0,24.0,True,,,,
PositionReport,15:13:27,247305000,GRANDE MEDITERRANEO,42.01993,6.9099,15.2,56.9,57.0,23.0,True,,,,
PositionReport,15:13:27,247482700,MOBY FANTASY,40.9553,9.64735,18.2,235.2,234.0,25.0,True,,,,
PositionReport,15:13:27,319220500,ORIZZONTE,43.51548,6.9396,0.0,360.0,292.0,25.0,True,,,,
PositionReport,15:13:27,450534000,DADA STAR,34.47637,35.86006,0.6,16.4,511.0,25.0,True,,,,
PositionReport,15:13:27,244357000,ENDURANCE,38.22081,1.26233,16.0,273.3,271.0,24.0,True,,,,
PositionReport,15:13:27,311775000,LALLA FATMA N'SOUMER,36.01324,-0.05588,0.9,219.0,119.0,60.0,True,,,,
StandardClassBPositionReport,15:13:27,232026443,CACOUNA,43.78916,7.59829,0.0,360.0,233.0,24.0,True,,,,
StandardClassBPositionReport,15:13:27,227725190,ALAMAK,43.3601,5.2993,0.0,360.0,511.0,25.0,True,,,,
PositionReport,15:13:27,341687002,BELLA 1,35.35282,35.39988,9.5,298.7,511.0,26.0,True,,,,
PositionReport,15:13:27,645588000,LE SPHINX,39.44604,-0.29109,0.0,231.5,23.0,26.0,True,,,,
StaticDataReport,15:13:28,239561900,EKTORAS,37.94561,23.63865,,,,,True,,,,
StandardClassBPositionReport,15:13:28,235104064,REINA,39.56463,2.63942,0.0,360.0,511.0,27.0,True,,,,
PositionReport,15:13:28,237128700,MARIA T,38.03604,23.55198,0.0,73.6,511.0,25.0,True,,,,
StaticDataReport,15:13:28,211173450,ALBATROS,44.57183,14.40871,,,,,True,,,,
StandardClassBPositionReport,15:13:28,229000464,L'INSTANT IV,43.69497,7.28509,0.0,277.1,243.0,25.0,True,,,,
StandardClassBPositionReport,15:13:28,256194000,NYUMBA GT,39.56392,2.64072,0.0,360.0,511.0,26.0,True,,,,
StandardClassBPositionReport,15:13:28,225997465,SEVIMARIE,39.53186,2.38709,0.1,0.0,0.0,60.0,True,,,,
ShipStaticData,15:13:28,511100373,HACI MUSA UCAK,31.64905,32.17884,,,,,True,T8A3511,EG PSD,70.0,"{'A': 102, 'B': 16, 'C': 6, 'D': 13}"
PositionReport,15:13:28,356167000,MSC ELEONORA III,45.63017,13.7652,0.0,1.6,248.0,25.0,True,,,,
ShipStaticData,15:13:28,354671000,AXEL,32.88552,35.01138,,,,,True,3FCG6,OPL PORT SAID,80.0,"{'A': 74, 'B': 22, 'C': 6, 'D': 7}"
PositionReport,15:13:28,247123290,,40.41919,18.61727,2.8,358.4,511.0,27.0,True,,,,
PositionReport,15:13:28,352003424,STAR EXPLORER,40.15656,0.95993,11.8,12.3,11.0,25.0,True,,,,
PositionReport,15:13:28,225997876,DAEDALUS,39.45514,-0.30719,102.3,360.0,112.0,25.0,True,,,,
PositionReport,15:13:28,240576800,FIZZY,37.44281,24.94458,0.1,360.0,511.0,26.0,True,,,,
PositionReport,15:13:28,240493000,EVIAPETROL II,38.02881,23.59507,0.0,21.1,511.0,27.0,True,,,,
PositionReport,15:13:28,240564300,EXPLORION,37.93847,23.64794,0.0,360.0,511.0,26.0,True,,,,
PositionReport,15:13:28,247351100,,44.40146,8.92308,0.0,231.2,321.0,24.0,True,,,,
PositionReport,15:13:28,667001236,BEAST,31.51508,32.38436,0.3,199.6,322.0,32.0,True,,,,
PositionReport,15:13:28,356185000,ALGRACE,34.88609,35.83814,0.1,351.8,226.0,23.0,True,,,,
PositionReport,15:13:28,241746000,MARAN GAS AMORGOS,36.6503,-0.09877,16.9,78.0,81.0,60.0,True,,,,
PositionReport,15:13:28,232023398,,36.64111,27.57133,18.9,81.4,70.0,26.0,True,,,,
PositionReport,15:13:28,319005400,SLIPSTREAM,40.69542,14.47516,0.0,305.2,221.0,27.0,True,,,,
PositionReport,15:13:28,238085240,ARIA,44.53398,14.46384,0.0,360.0,511.0,26.0,True,,,,
PositionReport,15:13:28,622112003,ALSALAM1,31.15306,33.8318,0.0,128.8,511.0,25.0,True,,,,
PositionReport,15:13:28,232014927,YOUNAN,37.93113,23.68333,0.0,360.0,511.0,27.0,True,,,,
DataLinkManagementMessage,15:13:29,2470026,MONTE ORLANDO,41.20695,13.57722,,,,,True,,,,
PositionReport,15:13:29,563186700,ENERGY SPIRIT,43.14032,4.51247,4.7,107.7,111.0,25.0,True,,,,
PositionReport,15:13:29,207224000,ALEXANDRA,43.20253,27.884,1.4,293.3,511.0,28.0,True,,,,
PositionReport,15:13:29,254288000,SWEET SEA,43.73641,7.42224,0.0,243.5,110.0,26.0,True,,,,
PositionReport,15:13:29,247043200,QUIRINO,40.99423,13.16802,14.0,238.0,239.0,25.0,True,,,,
PositionReport,15:13:29,438036102,RAPIDO GEE,31.5861,31.27568,0.0,22.4,128.0,24.0,True,,,,
PositionReport,15:13:29,239028000,HLIAS MIGGOS,38.02484,24.01112,0.0,67.6,511.0,27.0,True,,,,
PositionReport,15:13:29,636023582,YM WISDOM,31.46235,31.75718,0.0,261.0,316.0,25.0,True,,,,
StandardClassBPositionReport,15:13:29,228082120,CALABRUN,43.54491,3.97217,0.0,0.0,511.0,26.0,True,,,,
StandardClassBPositionReport,15:13:29,228054050,ILADORA,43.01597,6.21996,9.8,302.1,276.0,3.0,True,,,,
StandardClassBPositionReport,15:13:29,228125920,,39.88692,4.27628,2.4,82.4,511.0,27.0,True,,,,
StandardClassBPositionReport,15:13:29,378113794,HEIDI CUBE,44.41603,8.83726,0.1,360.0,511.0,27.0,True,,,,
StandardClassBPositionReport,15:13:29,247412850,ARS VIVENDI,41.25096,13.59857,0.2,360.0,511.0,26.0,True,,,,
StandardClassBPositionReport,15:13:29,224441680,MARALFRAN,37.74514,-0.74045,0.0,0.0,0.0,60.0,True,,,,
DataLinkManagementMessage,15:13:29,2470082,VOR PONZA,40.9116,12.95711,,,,,True,,,,
AidsToNavigationReport,15:13:29,992471014,,44.40454,8.9046,,,,60.0,True,,,5.0,"{'A': 1, 'B': 1, 'C': 1, 'D': 1}"
StandardClassBPositionReport,15:13:29,271001077,G.MOON LIGHT,37.03403,27.42772,0.0,0.0,511.0,28.0,True,,,,
DataLinkManagementMessage,15:13:29,2470020,MONTE BELVEDERE,45.67333,13.79833,,,,,True,,,,
PositionReport,15:13:29,255916593,SIDER ABIDJAN,44.38927,8.91834,0.0,321.6,197.0,7.0,True,,,,
PositionReport,15:13:29,247290200,METAMAUCO,45.42526,12.37738,1.8,59.1,511.0,27.0,True,,,,
PositionReport,15:13:29,271043588,LOVE BOAT,37.01552,27.42048,7.8,222.3,511.0,28.0,True,,,,
PositionReport,15:13:29,212028000,ANGELO B,40.83261,14.29494,0.0,341.0,311.0,25.0,True,,,,
PositionReport,15:13:29,229671000,MINET,41.37906,2.18642,0.1,360.0,511.0,27.0,True,,,,
PositionReport,15:13:29,247408000,MARINA MC,45.37805,12.25806,7.4,187.9,0.0,27.0,True,,,,
PositionReport,15:13:29,256586000,O'MADELEINE,37.45264,25.30752,13.1,98.0,100.0,26.0,True,,,,
PositionReport,15:13:29,319077300,I DYNASTY,43.5443,7.10736,0.0,197.3,294.0,26.0,True,,,,
PositionReport,15:13:29,247382300,ROMITO,43.56053,10.30233,0.0,133.3,511.0,26.0,True,,,,
PositionReport,15:13:29,209462000,HYPATIA DEALEJANDRI,40.89921,2.20698,18.0,358.2,1.0,27.0,True,,,,
StaticDataReport,15:13:29,228269540,IZLO,41.91888,8.74185,,,,,True,,,,
StaticDataReport,15:13:29,228491700,,42.41149,8.56914,,,,,True,,,,
StaticDataReport,15:13:29,227125830,,43.42094,6.74925,,,,,True,,,,
StaticDataReport,15:13:29,225983184,,39.46118,-0.32275,,,,,True,,,,
PositionReport,15:13:40,226007410,SILEX,43.403,5.01667,0.0,15.4,511.0,24.0,True,,,,
PositionReport,15:13:40,355861000,OGUZ SOFUOGLU,41.24273,2.267,9.2,52.0,56.0,26.0,True,,,,
AidsToNavigationReport,15:13:40,992476446,,44.32,9.21445,,,,60.0,True,,,0.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}"
PositionReport,15:13:40,229938000,SEA SPRINTER,42.4938,15.78808,7.4,141.7,137.0,27.0,True,,,,
PositionReport,15:13:40,256846000,HOKULANI,37.93184,23.68004,0.0,360.0,62.0,29.0,True,,,,
PositionReport,15:13:40,228365700,VB ACHERON,43.41256,4.84974,7.6,311.7,311.0,25.0,True,,,,
PositionReport,15:13:40,227005760,LA CASSIDAIGNE,43.39497,4.97476,21.5,294.1,511.0,27.0,True,,,,
PositionReport,15:13:40,247142800,GWAIHIR,38.01312,12.51402,0.0,337.4,511.0,29.0,True,,,,
PositionReport,15:13:40,237038200,PLATYTERATONOURANON,37.93673,23.68508,0.0,3.0,511.0,29.0,True,,,,
DataLinkManagementMessage,15:13:40,2470081,SILVI MARINA,42.5625,14.0835,,,,,True,,,,
PositionReport,15:13:40,352003381,PROFESSOR AZIZALIYEV,40.95952,28.7514,0.1,114.3,38.0,28.0,True,,,,
DataLinkManagementMessage,15:13:40,2241155,MAHON,39.88998,4.26749,,,,,True,,,,
StandardClassBPositionReport,15:13:40,218031440,,43.58398,7.12829,0.0,263.0,511.0,28.0,True,,,,
StandardClassBPositionReport,15:13:40,227177430,LE CORSAIRE II,43.01798,6.22561,16.9,71.4,511.0,29.0,True,,,,
PositionReport,15:13:40,247003800,SIMONE MARTINI,38.01312,12.50748,0.0,31.1,206.0,28.0,True,,,,
StandardClassBPositionReport,15:13:41,212983072,SS ATLANTIS,34.66606,33.03149,0.0,360.0,511.0,30.0,True,,,,
StandardClassBPositionReport,15:13:41,225957690,MALULO,39.42217,-0.31614,0.0,0.0,511.0,30.0,True,,,,
PositionReport,15:13:41,477183800,COSCO SCORPIO,39.44004,-0.14354,0.9,289.1,303.0,31.0,True,,,,
StandardClassBPositionReport,15:13:41,227693220,COLIBRI,43.47902,7.61829,6.0,319.2,511.0,29.0,True,,,,
StandardClassBPositionReport,15:13:41,228056530,,41.93421,8.80447,0.9,360.0,511.0,29.0,True,,,,
